ID,Author,Birth Year,Death Year
2329,キンキントゥー,1965,N/A,"Khin Khin Htoo,"
2330,ヘルナンデス アマド・Ｖ,1903,1970,"Hernandez, Amado V."
2331,ウィクラマシンハ マーティン,1890,1976,"Wickramasinghe, Martin"
2332,ドゥアンチャイ,1943,N/A,"Duang Chai,"
2333,セーニー・サオワポン,1918,2014,"Seni Saowaphong,"
2334,ウンソンタム・秦 プラティープ,1952,N/A,"Ungsongtham Hata, Prateep"
2335,バムルンポン サクチャイ　→セーニー・サオワポン,1918,2014,"Bamrungphong, Sakdichai"
2336,ヘーマサトン スミット,1948,N/A,"Hemasathol, Sumitr"
2337,ラピーパット アキン,1933,2018,"Rabibhadana, Akin"
2338,キンフニンユ,1925,2003,"Khin Hnin Yu,"
2339,ジュー,1958,N/A,"Ju,"
2340,サンサンヌエ,1945,N/A,"San San Nweh,"
2341,ネーウィンミン,1952,N/A,"Nay Win Myint,"
2342,チャンティマートーン サティエン,1943,N/A,"Chanthimathorn, Sathian"
2343,マー・ヴァン カーン,1936,N/A,"Ma Van, Khang"
2344,ヴォー・ティ ハーオ,1956,N/A,"Vo Thi, Hao"
2345,スアン・テュウ,1930,2007,"Xuan Thieu,"
2346,グエン・クワン テュウ,1957,N/A,"Nguyen Quang, Thieu"
2347,グエン・ティ トゥー・フエ,1966,N/A,"Nguyen Thi, Thu Hue"
2348,ホク ハッサン・アジズル,1939,2021,"Huq, Hasan Azozul"
2349,イリアス アクタルッジャマン,1943,1997,"Elias, Akhtaruzzaman"
2350,フセイン セリナ,1947,N/A,"Hossain, Selina"
2351,ミャタンティン,1929,1998,"Mya Than Tint,"
2352,キンスエーウー,1933,2019,"Khin Swe Oo,"
2353,マ・サンダー,1947,N/A,"Ma Sandar,"
2354,サウンウィンラッ,1949,N/A,"Saung Win Latt,"
2355,タンミンアウン,1953,N/A,"Than Myint Aung,"
2356,ニープレー,1952,2023,"Nyi Pu Lay,"
2357,スーフゲッ,1959,N/A,"Sue Hnget,"
2358,ヌヌイー,1957,N/A,"Nu Nu Yi,"
2359,ヴー バーオ,1931,2006,"Vu, Bao"
2360,レ・ミン クエ,1949,N/A,"Le Minh, Khue"
2361,イ バン,1961,N/A,"Y, Ban"
2362,リュウ・ソン ミン,1974,N/A,"Luu Son, Minh"
2363,グエン・ゴック トゥ,1976,N/A,"Nguyen Ngoc, Tu"
2364,タ・ズイ アィン,1959,N/A,"Ta Duy, Anh"
2365,マ・ティーダー,1966,N/A,"Ma Thi Dar,"
2366,ミチャウンウェー,1953,N/A,"Mi Chan Wai,"
2367,メーニェイン,1965,N/A,"May Nyane,"
2368,ケッマー,1969,N/A,"Khet Mar,"
2369,ドゥアンサワン チャンティー,1940,N/A,"Deuansavanh, Chanthy"
2370,ドークケート,1947,N/A,"Dokked,"
2371,ストーカー ブラム,1847,1912,"Stoker, Bram"
2372,フマノ ヒト,N/A,N/A,"Humano, Hito"
2373,リョウワーリン ウィン,1956,N/A,"Lyovarin , Win"
2374,デーンアラン・セーントーン,1957,N/A,"Daen-aran Sangtong,"
2375,ソンソムパン カノックポン,1966,2006,"Songsomphan, Kanokphong"
2376,ユン プラープダー,1973,N/A,"Yoon, Prabada"
2377,ヘーマムーン ウティット,1975,N/A,"Haemamool, Uthis"
2378,ラーマン シャムシュル,1929,2006,"Rahman, Shamsur"
2379,マームド アル,1936,2019,"Mahmud, Al"
2380,カドリ ショヒド,1942,2016,"Kadri, Shahid"
2381,グン ニルモレンドゥ,1945,N/A,"Gun, Nirmalendu"
2382,チャナオン カセー,1934,N/A,"Chanawongse, Krasae"
2383,シーブーラパー,1905,1974,"Sriburapha,"
2384,ナワラット Ｍ・Ｒ・ニミットモンコン,1908,1948,"Navarat, M. R. Nimitmongkol"
2385,ウォルターズ レティス・ドイリー,1880,1940,"Walters, Lettice D’Oyly"
2386,佐々木 重次,1937,N/A,"Sasaki, Shigetsugu"
2387,シーダーオルアン,1941,N/A,"Sidaoruang,"
2388,ダーシュ ジボナノンド,1899,1954,"Das, Jibanananda"
2389,ボシュ ブッドデブ,1908,1974,"Bose, Buddhadeva"
2390,ムコッパダエ シュバシュ,1919,2003,"Mukhopadhyay, Subhash"
2391,ゴーシュ ションコ,1932,2021,"Ghosh, Sankha"
2392,チョットパッダエ ショクティ,1933,1995,"Chattopadhyay, Shakti"
2393,ビノエ・モジュムダル,1934,2006,"Binoy Majumdar ,"
2394,ゴーシャミ ジョエ,1954,N/A,"Goswami, Joy"
2395,ティッサーニー,1946,N/A,"Thitsar Ni,"
2396,アウンチェイン,1948,2021,"Aung Cheint,"
2397,トゥカメインライン,1948,N/A,"Thukhamein Hlaing,"
2398,ゼーヤーリン,1958,N/A,"Zeyar Lynn,"
2399,ピューモン,1960,N/A,"Phyu Mon,"
